epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,15861.7,0.60396,0.40444,0.96575,0.93692,0.90184,0.94233,0.77541,0.73066,0.40099,1.10143,0.0001115,0.0001115,0.0001115
186,15945.8,0.5888,0.39527,0.95714,0.93485,0.90243,0.943,0.77642,0.73109,0.40003,1.1046,0.000105312,0.000105312,0.000105312
187,16031.6,0.59448,0.39751,0.96454,0.93774,0.89671,0.94212,0.77641,0.72785,0.39911,1.10331,9.9125e-05,9.9125e-05,9.9125e-05
188,16115.7,0.58465,0.39741,0.9571,0.9443,0.88703,0.94097,0.77594,0.72571,0.39947,1.10048,9.29375e-05,9.29375e-05,9.29375e-05
189,16200,0.58631,0.3927,0.95821,0.93358,0.90093,0.94144,0.77518,0.72438,0.40105,1.09994,8.675e-05,8.675e-05,8.675e-05
190,16283.9,0.58424,0.39347,0.95819,0.93737,0.8983,0.9406,0.77556,0.72553,0.40174,1.10025,8.05625e-05,8.05625e-05,8.05625e-05
191,16368.1,0.53911,0.32828,0.9247,0.94561,0.89414,0.94026,0.77837,0.72613,0.40303,1.10159,7.4375e-05,7.4375e-05,7.4375e-05
192,16450.6,0.51893,0.30521,0.91935,0.95058,0.8949,0.94258,0.78033,0.7292,0.40428,1.10341,6.81875e-05,6.81875e-05,6.81875e-05
193,16533.3,0.50205,0.29688,0.90595,0.94315,0.90138,0.9436,0.78267,0.731,0.40562,1.10505,6.2e-05,6.2e-05,6.2e-05
194,16616.4,0.50982,0.30242,0.91974,0.94237,0.89852,0.94373,0.78276,0.72975,0.40673,1.10479,5.58125e-05,5.58125e-05,5.58125e-05
195,16698.6,0.50845,0.30439,0.91347,0.94409,0.8918,0.94262,0.78376,0.72816,0.40539,1.10365,4.9625e-05,4.9625e-05,4.9625e-05
196,16781.8,0.49321,0.29328,0.90396,0.94215,0.89716,0.94518,0.78519,0.72816,0.40484,1.10485,4.34375e-05,4.34375e-05,4.34375e-05
197,16864.3,0.50087,0.29676,0.91495,0.93333,0.90293,0.94327,0.78557,0.72695,0.40552,1.10392,3.725e-05,3.725e-05,3.725e-05
198,16946.2,0.49487,0.2938,0.90381,0.93434,0.90431,0.94501,0.78593,0.72645,0.40513,1.10492,3.10625e-05,3.10625e-05,3.10625e-05
199,17030.3,0.50059,0.29617,0.91598,0.93703,0.90314,0.94524,0.78686,0.72546,0.40466,1.10518,2.4875e-05,2.4875e-05,2.4875e-05
200,17114.5,0.48074,0.28663,0.90238,0.93885,0.90331,0.94684,0.78799,0.72384,0.40424,1.10431,1.86875e-05,1.86875e-05,1.86875e-05
